,timestamp,generator___mechanical___speed,generator___temperature,turbine_data___electrical___power_production,met_sensors___mechanical___wind_speed,met_sensors___temperature___ambient
0,2012-07-01 09:00:01,0.9247863000000002,,0.30227643,0.6713866999999999,
1,2012-07-01 09:00:02,0.9230769,47.59375,0.2988618,0.63720703,
2,2012-07-01 09:00:03,0.92649573,47.59375,0.2990244,0.63671875,
3,2012-07-01 09:00:04,0.925641,47.6875,0.2996748,0.70654297,
4,2012-07-01 09:00:05,0.9222222,47.9375,0.2980488,0.7114258000000001,
5,2012-07-01 09:00:06,0.9230769,47.78125,0.29430893,0.62060547,
6,2012-07-01 09:00:07,0.9222222,47.71875,0.2921950999999999,0.56640625,
7,2012-07-01 09:00:08,0.9222222,47.8125,0.2910569,0.55908203,
8,2012-07-01 09:00:09,0.9162393,47.875,0.2904065,0.6196289,
9,2012-07-01 09:00:10,0.9145299,48.03125,0.2902439,0.6123046999999999,
10,2012-07-01 09:00:11,0.9153846,47.9375,0.28617886,0.5522461,
11,2012-07-01 09:00:12,0.9119658000000002,47.875,0.28455284,0.5776366999999999,
12,2012-07-01 09:00:13,0.9094017,47.96875,0.28276423,0.61572266,
13,2012-07-01 09:00:14,0.9102564,48.28125,0.2806504,0.63183594,
14,2012-07-01 09:00:15,0.908547,48.0625,0.28260162,0.66015625,
15,2012-07-01 09:00:16,0.9059829,48.34375,0.27528456,0.60546875,
16,2012-07-01 09:00:17,0.9059829,48.21875,0.27382115,0.6123046999999999,
17,2012-07-01 09:00:18,0.9034188,48.53125,0.27495936,0.640625,
18,2012-07-01 09:00:19,0.9025641,48.09375,0.2686179,0.64501953,
19,2012-07-01 09:00:20,0.9008547,48.375,0.2681301,0.5839844,
20,2012-07-01 09:00:21,0.8991453000000001,48.5,0.26666668,0.53222656,
21,2012-07-01 09:00:22,0.8965812,48.40625,0.26520324,0.5761719,
22,2012-07-01 09:00:23,0.8965812,48.71875,0.26422763,0.6435546999999999,
23,2012-07-01 09:00:24,0.8940171,48.5625,0.26471543,0.5996094,
24,2012-07-01 09:00:25,0.89316237,48.5625,0.26325202,0.5917969,
25,2012-07-01 09:00:26,0.88974357,48.5625,0.2621138,0.60839844,
26,2012-07-01 09:00:27,0.89145297,48.75,0.2598374,0.6430664,
27,2012-07-01 09:00:28,0.8905983000000001,48.6875,0.26439023,0.64941406,
28,2012-07-01 09:00:29,0.8888889000000001,48.90625,0.2596748,0.68652344,
29,2012-07-01 09:00:30,0.8871795,48.75,0.25853658,0.68359375,
30,2012-07-01 09:00:31,0.8854700999999999,48.9375,0.2611382,0.66552734,
31,2012-07-01 09:00:32,0.8871795,48.9375,0.2601626,0.6894531,
32,2012-07-01 09:00:33,0.8837607,48.875,0.25853658,0.6274414,
33,2012-07-01 09:00:34,0.8820513000000001,48.8125,0.25934958,0.5805664,
34,2012-07-01 09:00:35,0.8837607,48.96875,0.25772357,0.5917969,
35,2012-07-01 09:00:36,0.8837607,49.125,0.25691056,0.5878906,
36,2012-07-01 09:00:37,0.8820513000000001,49.03125,0.25658536,0.5566406,
37,2012-07-01 09:00:38,0.88632476,49.0625,0.25837398,0.5522461,
38,2012-07-01 09:00:39,,49.21875,,,
39,2012-07-01 09:00:40,,49.25,,,
40,2012-07-01 09:00:41,0.8820513000000001,49.15625,0.2614634,0.55371094,
41,2012-07-01 09:00:42,0.8820513000000001,49.25,0.25853658,0.5595703000000001,
42,2012-07-01 09:00:43,0.87948716,49.40625,0.25934958,0.57958984,
43,2012-07-01 09:00:44,0.88119656,49.53125,0.2613008,0.59472656,
44,2012-07-01 09:00:45,0.88461536,49.5,0.2603252,0.6123046999999999,
45,2012-07-01 09:00:46,0.8837607,49.53125,0.2603252,0.61279297,
46,2012-07-01 09:00:47,0.88461536,49.4375,0.26341462,0.58496094,
47,2012-07-01 09:00:48,0.88290596,49.375,0.2619512,0.5913086,
48,2012-07-01 09:00:49,0.8820513000000001,49.375,0.26325202,0.61865234,
49,2012-07-01 09:00:50,0.8854700999999999,49.4375,0.26585367,0.60009766,
50,2012-07-01 09:00:51,0.8854700999999999,49.625,0.26634148,0.640625,
51,2012-07-01 09:00:52,0.88290596,49.75,0.26471543,0.59375,
52,2012-07-01 09:00:53,0.88632476,49.75,0.2622764,0.6220703000000001,
53,2012-07-01 09:00:54,0.88461536,49.8125,0.26341462,0.6323241999999999,
54,2012-07-01 09:00:55,0.88461536,49.96875,0.260813,0.67822266,
55,2012-07-01 09:00:56,0.8837607,50.0,0.25772357,0.6586914,
56,2012-07-01 09:00:57,0.88290596,49.6875,0.25544715,0.6020508000000001,
57,2012-07-01 09:00:58,0.8820513000000001,49.75,0.25479674,0.6533203000000001,
58,2012-07-01 09:00:59,0.87777776,49.9375,0.25642276,0.69433594,
59,2012-07-01 09:01:00,0.87948716,49.96875,0.25430894,0.7426758000000001,
60,2012-07-01 09:01:01,0.88119656,49.9375,0.25495934,0.71875,
61,2012-07-01 09:01:02,0.8769231,50.34375,0.2512195,0.73046875,
62,2012-07-01 09:01:03,0.8786325,50.1875,0.2512195,0.63378906,
63,2012-07-01 09:01:04,0.87606835,50.28125,0.24894309,0.67822266,
64,2012-07-01 09:01:05,0.8752136999999999,50.09375,0.24780488,0.5756836,
65,2012-07-01 09:01:06,0.8713675,50.15625,0.2403252,0.5253906,
66,2012-07-01 09:01:07,0.85,50.3125,0.20926829,0.57128906,
67,2012-07-01 09:01:08,0.8102564,50.21875,0.15837398,0.5722656,
68,2012-07-01 09:01:09,0.75940174,50.375,0.096747965,0.5029297,
69,2012-07-01 09:01:10,0.69871795,50.3125,0.0374186999999999,0.44848633,
70,2012-07-01 09:01:11,0.63247865,50.40625,0.0035035568,0.42163086,
71,2012-07-01 09:01:12,0.5675214,50.5,-0.0066971546,0.39501953,
72,2012-07-01 09:01:13,0.50641024,50.5625,-0.008612805,0.38427734,
73,2012-07-01 09:01:14,0.44145298,50.5625,-0.008145325,0.38891602,
74,2012-07-01 09:01:15,0.39017093,50.5625,-0.0123577239999999,0.4091797,
75,2012-07-01 09:01:16,0.3423077,50.46875,-0.011961382,0.484375,
76,2012-07-01 09:01:17,0.29935896,50.78125,-0.009171748,0.5004883,
77,2012-07-01 09:01:18,0.26431623,51.03125,-0.009354675,0.54785156,
78,2012-07-01 09:01:19,0.23247863,50.75,-0.0092937,0.6020508000000001,
79,2012-07-01 09:01:20,0.20801282,50.875,-0.008084349,0.60498047,
80,2012-07-01 09:01:21,0.18504274,50.8125,-0.007144309,0.5415039,
81,2012-07-01 09:01:22,0.16720085,50.78125,-0.007611789,0.47705078,
82,2012-07-01 09:01:23,0.15373932,50.875,-0.009080284,0.5209961,
83,2012-07-01 09:01:24,0.1423077,50.90625,-0.0056707319999999,0.60058594,
84,2012-07-01 09:01:25,0.13119659,51.1875,-0.007855691,0.6191406,
85,2012-07-01 09:01:26,0.120192304,50.96875,-0.0075,0.5839844,
86,2012-07-01 09:01:27,0.11132479,51.3125,-0.005757114,0.59716797,
87,2012-07-01 09:01:28,0.10138889,51.09375,-0.006488821,0.58984375,
88,2012-07-01 09:01:29,0.09594017,51.09375,-0.0071544717,0.58984375,
89,2012-07-01 09:01:30,0.08728632,51.1875,-0.0063922764,0.5932616999999999,
90,2012-07-01 09:01:31,0.07900641,51.3125,-0.0058841463,0.5888671999999999,
91,2012-07-01 09:01:32,0.07558761,51.40625,-0.0066819107,0.53027344,
92,2012-07-01 09:01:33,0.067200854,51.53125,-0.0072408537,0.46557617,
93,2012-07-01 09:01:34,0.06255342,51.5625,-0.0043978659999999,0.53808594,
94,2012-07-01 09:01:35,0.060309827,51.4375,-0.006351626,0.53027344,
95,2012-07-01 09:01:36,0.0578525629999999,51.375,-0.0064329267,0.5864258000000001,
96,2012-07-01 09:01:37,0.05080128,51.34375,-0.0055132112,0.6308594,
97,2012-07-01 09:01:38,0.04874466,51.5,-0.0069563006999999,0.5517578000000001,
98,2012-07-01 09:01:39,0.04364316,51.53125,-0.0038846545,0.578125,
99,2012-07-01 09:01:40,0.035443377,51.53125,-0.0042276423999999,0.55908203,
100,2012-07-01 09:01:41,0.03621795,51.75,-0.0057825204,0.58154297,
101,2012-07-01 09:01:42,0.031463675,51.625,-0.0039100609999999,0.56347656,
102,2012-07-01 09:01:43,0.028285256,51.71875,-0.0045147357,0.5761719,
103,2012-07-01 09:01:44,0.02389156,51.5625,-0.0057672765,0.5727539,
104,2012-07-01 09:01:45,0.019978633,51.5625,-0.0062601627,0.5888671999999999,
105,2012-07-01 09:01:46,0.017227564,51.75,-0.0060619917,0.5839844,
106,2012-07-01 09:01:47,0.0149839739999999,51.625,-0.0035365853,0.55908203,
107,2012-07-01 09:01:48,0.0065738517,51.84375,-0.0051371953,0.546875,20.390625
108,2012-07-01 09:01:49,0.0046875,51.9375,-0.0033206302,0.47314453,20.515625
109,2012-07-01 09:01:50,0.00068860175,51.90625,-0.0031122968,0.44628906,20.4375
110,2012-07-01 09:01:51,-0.0006214109,52.0625,-0.005477642,0.45263672,20.484375
111,2012-07-01 09:01:52,-0.00092397834,51.9375,-0.005386179,0.40405273,20.5
112,2012-07-01 09:01:53,8.2684375e-05,52.03125,-0.005762195,0.3154297,20.5
113,2012-07-01 09:01:54,-0.00010219476,51.84375,-0.0041006096,0.34375,20.5
114,2012-07-01 09:01:55,-0.0023303954,52.09375,-0.004639228,0.39794922,20.53125
115,2012-07-01 09:01:56,-0.00018394014,52.03125,-0.0030919715999999,0.41210938,20.546875
116,2012-07-01 09:01:57,-0.0019464476,51.96875,-0.003996443,0.39257812,
117,2012-07-01 09:01:58,-0.002288662,,-0.0054827235,0.39990234,
118,2012-07-01 09:01:59,0.00031154012,52.3125,-0.004375,0.44189453,
119,2012-07-01 09:02:00,-0.0004853598999999,52.125,-0.0049720528,0.4169922,
120,2012-07-01 09:02:01,-0.00048243857,52.40625,-0.004949187,0.4255371,
121,2012-07-01 09:02:02,0.0006218282499999,52.09375,-0.0031935975,0.41577148,20.515625
122,2012-07-01 09:02:03,-0.0006126469,52.34375,-0.0055945119999999,0.44970703,20.625
123,2012-07-01 09:02:04,-0.00048327324,52.375,-0.0018521341,0.4699707,20.59375
124,2012-07-01 09:02:05,-0.0015090811999999,52.4375,-0.0034070121999999,0.48535156,20.609375
125,2012-07-01 09:02:06,0.0016509748999999,52.25,-0.0028175814,0.48168945,20.578125
126,2012-07-01 09:02:07,0.00021617922,52.25,-0.0037118902,0.45483398,20.640625
127,2012-07-01 09:02:08,0.0016150841,52.375,-0.0034679878,0.49023438,20.5625
128,2012-07-01 09:02:09,0.001698551,52.53125,-0.0022370426,0.5053711,20.609375
129,2012-07-01 09:02:10,0.0031734109999999,52.25,-0.0022243394,0.49365234,20.546875
130,2012-07-01 09:02:11,0.0029096554,52.46875,-0.0031580285,0.5102539,
131,2012-07-01 09:02:12,0.0002556172999999,52.5625,-0.0041996953,0.5644531,
